标题,作者,图书简介,链接 
天啊! 错啦!,徐萃 著；姬炤华 绘,"风把裤衩吹到了兔子头上，能把耳朵穿过去的兔子把它当成了帽子，森林里的动物都喜欢这顶帽子，可驴子却展示了“帽子”的正确用途。当兔子把它当裤衩穿后，尾巴却没地方放了……学会独立运用自己的理性，才能做出合理的选择。
这是我见过有关帽子的书里最有趣的一本。
——安东尼·布朗
这是一本在翻阅的过程中，使读者主动步入并强烈参与故事的原创图画书。这参与不仅是情绪的起伏，更是思考的汇入。而思考，将引领儿童去探寻更为广阔的空间。有哲理的故事兼具童趣，并不容易。哲理、童趣兼具艺术审美，更不容易。作为原创图画书，《天啊！错啦！》兼具的，远不止于此。
——儿童阅读深耕实践者/童书翻译  孙慧阳
这是一本极具挑战的书。
它挑战了故事中每一个动物的传统认知与固有思维。短裤不可以是帽子吗？长裤不可以是围巾吗？纸不可以是衣服吗？垃圾不可以是艺术品吗？儿童的世界中没有一定之规，他们的创造力和想象力不就是在这种天马行空和荒诞无稽中生长起来的吗？无疑，这顶鲜红的“帽子”在动物世界掀起了一场新的革命。
它也挑战了我们每一个读者的阅读体验。故事中的动物们围绕着这顶鲜红的“帽子”情态百出，画外音却在不断地提醒他们——这是裤衩。特别是，当代表成人世界声音的驴子，掷地有声地宣布“这就是裤衩”时，动物世界又乱了，我们看到的是小兔子的慌张与不知所措。幸好，在故事的最后，小兔子给了我们一个坚定的回答：“这是一顶最棒的帽子。”在阅读中，我们尽可以充分体验、思考，并展开丰富的游戏，一起来一场新的阅读革命吧！
——北京师范大学教育学部副教授，中国少儿阅读教育研究中心执行副主任 姚颖
在这个充满喜感的故事里，一只小兔子遇到了一件红裤衩，一系列幽默情节就此展开……小兔子不知道这个红色的物件该怎么用，就试着戴在了头上。接着，小兔子遇到了8种不同的动物，直到驴子出现——告诉小兔子说那是裤衩！小兔子把裤衩穿在了身上，却发现尾巴无处放。环衬里可以看到动物用各种好玩的方式穿着人类的衣服。从画面上还能看出来这个故事发生在亚洲某个地方。绘画创作以黑色线条区隔出框里和框外。这本绘本能激发孩子的创造性地思考问题、解决问题，画面里的小细节也很适合一对一的亲子共读。
——《学校图书馆期刊》
与孩子们共读这本书非常有趣！一看到裤衩，孩子们就咯咯笑。小动物们按照自己的想法“穿戴”，每个人都不同，孩子们非常乐于沉醉在这样脑洞大开的故事中。
——美国特拉华大学教育研究中心",https://www.xiaohuasheng.cn/book/3e601bca83b258e3
"0-3岁小宝贝成长图画书·小手翻翻书: 出发, 小汽车!",冬野一子 著；（日） 冬野一子 绘；于泽威子 译,游戏是最好的陪伴。在0-3岁宝宝建立安全感的重要时期，选择适合他们的图画书，与孩子进行亲子共读，对于增进亲子感情、激发宝宝的阅读兴趣具有重要意义。  《0-3岁小宝贝成长图画书·小手翻翻书》从锻炼小手精细动作出发，精选日本优秀婴儿图画书，围绕吃饭、洗澡、起床、情绪、蔬果用品、交通工具这六个小宝宝熟悉的话题，让孩子从认知身边的事物开始，逐步建立概念，培养探索的乐趣。  情节简单、篇幅较短、结构重复、富有节奏感的语言充分考虑了孩子阅读的耐心；而轮廓清晰的画面，光看图就能懂，可以让孩子体会“自己读”的成就感。  图书内含巧妙的翻页、模切设计，通过阅读与对比观察，孩子可以一个个地叫小动物起床，练习说“早上好”；可以与篮子里的物品玩“躲猫猫”游戏，形成分类意识；可以与饭碗、盘子、杯子对话，并由此爱上吃饭；可以看敞篷小汽车如何机智“变身”，成为挖土机、直升机、帆船甚至潜艇……不同分册又促进了孩子在语言表达、自然观察、人际交往等多方面智能的发展。  文后附有随书导读，结合故事内容提供养育及伴读建议，帮助爸爸妈妈深入孩子的世界，体味和他们相同的趣味。 ,https://www.xiaohuasheng.cn/book/c793cd0f743fc1d8
Blue vs. Yellow  [4-8sui],Tom Sullivan 著,Ladies & Gentlemen， Boys & GirlsWelcome to the Clash of the Colors Blue vs. YellowWhich one will be declared the best color of all?Will they join forces and be mightier together?Or .Will another color challenge them for the title?Ding， DingLet the battle begin!,https://www.xiaohuasheng.cn/book/47074cdac71cc1d7
Bizzy Bear: Knights' Castle,"Benji Davies (Illustrations), Nosy Crow","When Bizzy Bear arrives at the castle, he is given a helmet to try on and a sword to practice with??and even his own horse! In no time at all, Bizzy is ready for some real jousting.

When Bizzy Bear arrives at the castle, he is given a helmet to try on and a sword to practice with??and even his own horse! In no time at all, Bizzy is ready for some real jousting. A lavish, medieval banquet is the perfect end to a very busy day.",https://www.xiaohuasheng.cn/book/8d97033ad1e18af0
The Nutcracker: Press the Note to Hear Tchaikovsky's Music (The Story Orchestra),Jessica Courtney-Tickle (Illustrator),"Follow Clara on a magical Christmas adventure in this retelling of the classic ballet story. Watch the Nutcracker battle the Mouse King, meet the Sugar Plum Fairy and journey to the Land of Sweets, where wonder and excitement await...

 Including music from: 'The Dance of the Reed Flutes', 'The Waltz of Flowers' and 'The Dance of the Sugar Plum Fairy'.",https://www.xiaohuasheng.cn/book/8f8473ec72a6c35b
小熊很忙: 小小宇航员,（英） 本吉·戴维斯 著 张昭 喻之晓 译,[小小宇航员],https://www.xiaohuasheng.cn/book/50ad4411576de449
大猩猩,（英） 安东尼·布朗 著；林良 译,"《大猩猩》内容简介：这里讲述的是小女孩安娜的故事，她渴望得到爸爸的关爱，可是现实生活中的爸爸既冷漠又严肃。父女两人吃早餐的时候，爸爸在看报纸，父女两人没有交流。在安娜安娜过生日的前一晚，安娜想要大猩猩作生日礼物，得到的却是一只玩具猩猩。安娜感到自己被关在笼子里，像动物园里的猩猩一样。不过，当晚让人惊异的事情发生了，玩具猩猩变成了真正的大猩猩，并且要带安娜去动物园玩…… 

  点击链接进入： 
《月亮,你好吗?》  
《雪花人》  
《小恩的秘密花园》  
《祝你生日快乐》  
《和甘伯伯去游河》  
《大卫上学去》  
《海底的秘密》  
《疯狂星期二》  
《菲菲生气了-非常、非常的生气》  
《大卫惹麻烦》  
《妈妈的红沙发》  
《我喜欢书》  
《我妈妈》  
《我爸爸》  
《大卫,不可以》  
《阿文的小毯子》  
《奥莉薇》  
《花婆婆》  
《是谁嗯嗯在我的头上》  
《大猩猩》  
《天空在脚下》  
《这样的尾巴可以做什么?》  
《让路给小鸭子》  
《看!身体怎么说话》  
《看!各种角度看名画》  
《我的兔子朋友》  
《晴朗的一天》  
《小仙女艾丽斯》  
《看!线条怎么说话》  
《会说晚安的故事》",https://www.xiaohuasheng.cn/book/91c80df4163c244
联想游戏,（法） 帕斯卡尔·艾斯泰隆（Pascale Estellon） 著,这本图画书专为新出生的宝宝创作，全书主要由黑白两色为基调，偶然出现一些彩色的斑点，或是零星的银色。每幅画都由厚纸层压而成，让孩子亲身感知生活中事物的形状。狼和羊、游动的船、甚至还有一面镜子……将这本神奇的书送给宝宝，将会是一件非常棒的礼物。,https://www.xiaohuasheng.cn/book/7c3f69e507c00d47
Bang! Boom! Roar! A Busy Crew of Dinosaurs,Nate Evans 著,"What's that 
Bang!
Boom!
Roar!?
A busy crew of dinosaurs!
Engines fire, swing that hammer,
Cover your earsit's quite a clamor!
But keep those eyes open wide,
Because the alphabet hides inside.
Find each letterwait, there's more!
Big trucks, cool tools, and surprises galore!
Cool hard-hat dinosaurs jam-pack this rhyming alphabet picture book by New York Times bestselling author Nate Evans and Stephanie Gwyn Brown, brought to life by Christopher Santoro's hilarious and energetic illustrations. Kids will love looking for the hidden letters on each page and finding the visual jokes that lead to a supersilly surprise ending. Construction work may be tough, but even dinos love a little monkey business!",https://www.xiaohuasheng.cn/book/f6d6aad69fb95b47
小熊很忙: 深海潜水员,（英） 本吉·戴维斯 著 张昭 喻之晓 译,英国的Bizzy Bear系列风靡畅销全球500多万册，在台湾书店一直占据着儿童销量排行榜，这套书是厚纸板游戏书，让孩子跟随bizzy bear体验各种职业：宇航员、潜水员、建筑工人、消防员……通过特殊的设计，孩子可以拉拉、推推、转转书中的机关与故事情节互动，厚厚的纸板也不会轻易被这个阶段的小朋友撕烂，能玩能读。语言也是这个系列的一大特点，全文采用简单的中英对照童谣的方式介绍故事的情节，对培养英语的兴趣和语感是不错的启蒙书。1-3岁的孩子自主能力增强，从认物的阶段发展到理解情节简单的故事。游戏书可以让阅读充满了惊喜和乐趣，让孩子从“玩”中去探索世界。 忙碌的小熊在这一册中来到了恐龙园，在恐龙园发现恐龙，观看恐龙，认识恐龙，喂食恐龙。发现恐龙脚印，探秘恐龙栖息地，惊喜发现恐龙蛋。忙碌的小熊帮助小朋友初步认识恐龙。配合卡纸抽拉互动，让小朋友更好的了解恐龙知识和恐龙居住环境。,https://www.xiaohuasheng.cn/book/855f43b345350f77
噼里啪啦游戏绘本: 嘻嘻哈哈动物园,（日）竹井史郎,无简介,https://www.xiaohuasheng.cn/book/a1ae40a18f3560ed
妈妈让我卖茄子,（日） 原田刚 著；（日） 筒井则行 绘；唐亚明 译,"这是一个发生在日本上个世纪七十年代的真实故事。
　　我那温柔的妈妈，有一天突然变得像鬼一样厉害，让我一个人去卖茄子。
　　这一切究竟是为什么呢？
　　四十年前发生在日本乡村小镇的故事，今天仍可以感动千万人。
　　一本会让你流泪的绘本，一本冲击力十足的话题之作。
　　作者想要传达给大家的就是：请把孩子培养成一个坚强的人。
　　在越来越多的年轻人被称为“巨婴”“妈宝”的时代，这个过去的故事，会带给我们和孩子深刻的启示。
　　希望所有大人和父母，读一读这本催人泪下的图画书。",https://www.xiaohuasheng.cn/book/f61775a8a7795d80
"小鞋子, 走一走",（日） 林明子 著,"重点发展肢体动作智能、音乐智能
在这本书中，作者描写了一双出门去散步的小鞋子，它们就像是蹒跚学步的小宝宝，正在通过自己的各种尝试去大胆感受不同运动方式带来的新奇感和成就感。阅读本书，小宝宝能够学习最基本的运动技能并感知有韵律感的语言。",https://www.xiaohuasheng.cn/book/cd3e4d092c6c7ad8
抱抱,"[英]Jez Alborough, 上谊编辑部 译",这是一本几近无字的图画书。小猩猩Bobo一路上看到相亲相爱的各种动物，大家热切地抱在一起，表达对彼此无尽浓烈的爱。是一本能够给宝宝温暖的绘本。除了故事的情节很有吸引力，从这本书里孩子还能认识了猩猩，大象，蜥蜴，狮子等等大草原上的动物。,https://www.xiaohuasheng.cn/book/93049201262cb52f
大大的小小的,无作者,"这是一本认知生活物品的图画书，被子、马桶、毛巾……选取日常生活中宝宝熟悉的物品，适合低龄宝宝认知。
这是一本认知比较大和小的图画书，对爸爸和宝宝的物品进行大小比较，让宝宝区分大和小概念。
这是一本体验早晨生活的图画书，让宝宝跟着图画书的节奏起床、上厕所、喝水……养成良好的早晨作息习惯。
这是一本充满浓浓父子情的图画书，爸爸和宝宝一起起床，一起刷牙，一起穿衣服……在这种相互陪伴中，一起感受日常生活的浓浓诗意。",https://www.xiaohuasheng.cn/book/a53308b4d39146eb
克莱维斯·小耳朵凯文:凯文的小狗,（比） 丽斯贝特·史蕾洁斯 著,《小耳朵凯文：凯文的小狗》讲述了凯文有了小狗后，他为它添置用品，带它上医院，给它洗澡，还陪它做游戏，*常有耐心和责任心。如果你的宝宝也喜欢养宠物，请让他向凯文学习吧！,https://www.xiaohuasheng.cn/book/462d481de50e1ff4
