标题,作者,图书简介,链接 
朗文日常情景单词书,[美] 史蒂文 J.莫林斯基，[美] 比尔·布利斯 著；周彩萍 译,"真正提升英语交际能力的词汇拓展课程
适合初学者使用的经典图解词典
………………
※编辑推荐※
☆《朗文日常情景单词书》称得上是最贴心的图解词典，在世界范围内受到学习者的广泛推崇。课程采用独特的互动教学法，将习得词汇的过程转化为充满活力的交流经历，尤其适合初学者使用。
☆全书收录单词4000余个，主题全面，一页一课。课程呈现的形式与顺序均经过细致研究，从讲述生活周边逐步扩展到体验整个世界。主题扩展与单词、语法有机结合。
☆以图释词，图文结合。每个单词都配有生动形象的图片，融于生活场景之中。这种结合实际生活的单词学习，才是真正的语境学习。中文译文准确可靠，位于序号与英文单词之前，便于遮盖，有效避免对英语学习的干扰。
☆每页包含大量辅助练习。对话范例和附加范例展示所学单词在实际交流中的用法，有效扩大词汇语境，学生可以以此为基础进行练习。写作题和讨论题鼓励学生活学活用，使单词与表达方式内化为个人的表达手段。
☆《朗文日常情景单词书》倡导并实践的教育理念是：词汇学习应该具有互动性，应该贴近生活，适应不同学生的学习能力与方法。更为重要的是，整个过程应该充满乐趣！
...................
※内容简介※
《朗文日常情景单词书》将收录的单词划分为17个主题单元，共138节课程。内容包括个人资料、家庭成员、日常活动、教室、客厅、学校、邮局、工厂、机场、办公室、图书馆、蔬菜、水果、衣服、珠宝、工具、玩具、医疗、药品、动物、植物、国家、城市、世界、宇宙等，几乎是一部包罗万象的英语小百科。
《朗文日常情景单词书》提倡在语境中学习单词。所有对话范例都还原了所学单词的实际运用场景，这些范例会引导学生进入生动有趣的互动练习。《朗文日常情景单词书》不仅可以扩大学生的词汇量，而且可以帮助学生掌握近义词，提高听力、口语、写作、讨论以及交流的能力。每节课程还设有写作和讨论问题，鼓励学生分享个人的经历、想法、观点、信息，乃至自己的国家与文化，从而将所学词汇和主题与个人生活结合在一起。
各节课程相互独立，使用时既可以按照页码顺序，又可以根据自我兴趣。为方便使用，全书配有两套索引系统：目录页码索引和主题首字母索引，两者分别位于卷首和卷尾。此外，书后附录还包含词汇索引。综合使用以上索引，师生可以快速准确地查找单词与主题。
...................
※读者定位※
5-16岁少儿  英语学习者",https://www.xiaohuasheng.cn/book/ba65951e9b60e8cf
拉鲁斯英汉贴纸小词典,拉鲁斯词典与百科全书编辑部 著；周彩萍，陈琪 译,"学习1000个基础的英语单词。
边玩贴纸,边学单词；边做游戏，边记单词。
书后附有完整的英汉单词对照表。
...................
※编辑推荐※
☆选词准确：1000个英语单词是英语学习中最常用的；
☆主题、图片生动有趣，还有精心设计的贴纸与游戏来让小读者熟悉单词；这种边玩边学的形式，对于新学的词加深印象非常有用；
☆英语学习低龄化趋势明显，但是市场上的儿童词典千篇一律。这种形式新颖活泼，互动性强的词典应该会受到家长和孩子的喜爱。
☆有了《拉鲁斯英汉贴纸小词典》，英语学习像游戏一样简单！
...................
※内容简介※
本贴纸词典收录了儿童学习英语时最常用最重要的1000个单词。全书共有30个插图主题（如房屋、动物、季节……）、300幅图片、50个游戏和300张贴纸，适合4至7岁儿童使用。每个单词都配有可爱插图和中文译文，帮助孩子理解并记忆单词。此外，孩子还可以边玩贴纸边记单词，或边做游戏边记单词。",https://www.xiaohuasheng.cn/book/6d9b0b3640060beb
Big book of English words 英语单词大书,[英] 梅丽·麦金农 著；[英] 凯特·欣德利 绘 周彩萍 译,"【国内唯一授权双语版】
当1000个贴近儿童生活的英语单词遇上别致又逗乐的图片
——内容满当当，乐趣齐分享！
...................
※编辑推荐※
☆一本来自英国著名童书出版社“小气球出版社”尤斯伯恩出版公司（Usborne Publishing）的畅销作品，收录了大约1000个中英双语词汇和对照插图，看图认知的同时轻松掌握中英表达。
☆只讲孩子身边的词语，只画孩子眼中的生活。一本专为孩子编写的单词书，词语选择注重儿童需求，绘画风格回归旧日童真。
☆大大的开本中铺了满当当地内容，吸引着孩子细细翻看，慢慢发现。页面里还藏着两只慌慌张张的小老鼠，完美融入每一页情景之中，翻阅起来趣味盎然。
...................
※内容简介※
这是一本专为儿童编写的双语词汇启蒙书。别具一格的怀旧画风，描绘了25个主题，涵盖了大约1000个贴近儿童生活的常用词。每一页都藏有两只小老鼠，孩子可以一遍翻阅一遍寻找，颇有趣味。文末附有单词表，方便查找单词。在这本大开本的硬皮书中，有太多的东西值得发现和讨论，这正是一个把孩子聚在一起认真阅读的好机会。",https://www.xiaohuasheng.cn/book/54ebdfc2762f10e8
Skill Sharpeners Critical Thinking Grade Pre-K,Evan-Moor Educational Publishers,"Foster your childs critical thinking skills and see confidence soar! Children are naturally inquisitive from infancy, yet creative and problem-solving skills need to be nurtured as children grow. Like reading and math skills, critical thinking skills require practice.",https://www.xiaohuasheng.cn/book/187abe0f19ebc418
我们的身体,［法］帕斯卡尔·艾德兰 文；［法］罗伯特·巴尔博里尼 图；荣信文化 编译,《我们的身体》形式新颖，知识全面，妙趣横生，众多新奇设计会让小读者大开眼界，惊喜不断！翻翻页--翻开“牙齿,https://www.xiaohuasheng.cn/book/f312698ba659defb
初学英语100词,（英） 希瑟·埃默里（Heather Amery），（英） 斯蒂芬，卡特赖特（Stephen Cartwright） 著,"本书选取儿童刚开始学习英语时最需要掌握的100个基础词，通过在大图中寻找小图的游戏形式，让儿童在游戏过程中学习单词。书中设有14个生活场景，每个场景配以一张大图，大图上方为配有小图的单词。这种内容形式能有效引导儿童把单词与实物直接联系起来，让儿童更容易地学习新单词，并且巩固已学的单词。
书的正文采用全英文，鼓励儿童在游戏过程中将英语单词与图片进行对应，少了汉语的干扰，形成英语的思维。书后附上中英文对照词汇表，以便让家长了解英语单词的准确意思。单词正文的每一页页底加上了中文的游戏提示，以增加亲子学习的乐趣。这些都是为了鼓励家长与孩子共同学习、一起成长；鼓励孩子重复使用本书，对单词和图片不断加深印象，进而牢牢掌握初学英语100词，为以后的英语学习打下坚实的基础。",https://www.xiaohuasheng.cn/book/b374f2d701604315
典范英语1 新版,Roderick,无简介,https://www.xiaohuasheng.cn/book/e84a4bfd22483063
Sheep in a Shop,"Nancy E. Shaw (Illustrations), Margot Apple (Illustrations)","The ""lovable muttonheads"" are off to the store in search of the perfect birthday gift in this latest in the sheep series of rhymed read-alouds. ""Another shear delight . . . There's nothing sheepish about these lambs; they're energetic, expressive, and completely disarming. A rambunctious romp."" -- School Library Journal, starred review",https://www.xiaohuasheng.cn/book/9a71d4b5e8f87850
I am the Music Man,Debra Potter,"Peer through the die-cut windows in each page of this interactive book to find out who is playing what. Anyone can be the Music Man in this joyful adaptation of the classic nursery song, and everyone can join in making music together! Bouncy illustrations, innovative die cutting and popular rhymes make Books with Holes a must for every child. Available in three formats, suitable for babies, toddlers, pre-schoolers and the nursery or classroom. Complete with Audio CD.",https://www.xiaohuasheng.cn/book/aa5a711bea1fa27b
Super Safari Level 3 Pupil's Book with DVD-ROM,"Herbert Puchta, Gunter Gerngross, Peter Lewis-Jones","Super Safari British English edition is a three-level pre-primary course that welcomes very young children to English through stories, songs and plenty of playtime while supporting their cognitive, motor-sensory and social development.  Join Gina and her friends on an exciting adventure that welcomes pre-school children to English through colourful stories, action songs and fun arts and crafts. With children's development in mind, this exciting pre-school course introduces the new language through play while improving memory and concentration; practising motor-sensory skills and developing thinking and creativity. Together with Gina, children also discover the fascinating world around them, the link between English letters and sounds, and the importance of sharing and other values. Pupil's Book 1 includes a fabulous DVD-ROM with animated songs and interactive games - perfect for family fun at home.",https://www.xiaohuasheng.cn/book/ce89205bb414acd0
"Brain Quest Preschool, Revised 4th Edition","Chris Welles Feder, Susan Bishay","Brain Quest  For the fourth edition every deck is thoroughly revised and includes 20 percent new material. The content aligns with national and state standards and is overseen by the Brain Quest Advisory Board, a panel of award-winning educators, each a recent state teacher-of-the-year award winner or a recipient of the prestigious Milken Educator Award. The covers and cards have a refreshed design, giving Brain Quest a cooler, updated look.",https://www.xiaohuasheng.cn/book/5a562e8e57f9206e
RAZ D,Learning A to Z,RAZ是目前市面上最为流行的英文分级阅读读物，它的全称是“Reading A-Z”。RAZ在美国有1万多所公立学校正在配合教学使用，布置在孩子每天的作业中，中国大部分的国际学校也都是RAZ的忠实用户。RAZ起源于美国、加拿大等发达国家，在香港、台湾地区发展了十几年，是综合考虑孩子的英文水平、心智发育程度、兴趣爱好等要素，为不同英文水平的孩子提供不同难度的英文读物。它旨在帮助孩子找到适合孩子水平的级别，通过在同一级别下的大量阅读逐步提高孩子的阅读能力。整套体系内容丰富，相当于一套百科全书。分级明确、科学，级与级之间的难度跨度不大，呈螺旋式稳步上升，篇章复现率高，对启蒙初期的宝宝特别有效。这也非常符合记忆遗忘曲线。,https://www.xiaohuasheng.cn/book/ab1972b62756a160
